Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
c6_anzox_question_94d7a402	pe	当然是二十四号啊，怎么了？	game/chapters/after.rpy	298	pe "[what]"
c6_anzox_question_e1143844	ro	失陪一下，我……有点搞不懂现状。	game/chapters/after.rpy	299	ro "[what]"
c6_anzox_question_bf01ccd6	pe	现状就是肉食动物借着自己的地位压榨草食动物！	game/chapters/after.rpy	301	pe "[what]"
c6_anzox_question_d5b1e24f_1		大家都劝不住的样子……去找艾尔耿看看吧。	game/chapters/after.rpy	304	"[what]"
c6_anzox_question_2f80f724		我得找别人聊聊，彼得现在问不出话。	game/chapters/after.rpy	307	"[what]"
c6_ianis_special_8bd89917		我坐到伊阿尼对面。	game/chapters/after.rpy	323	"[what]"
c6_ianis_special_287b4822	ro	别拍我肩膀！	game/chapters/after.rpy	327	ro "[what]"
c6_ianis_special_87ddc7a0		半站起来的伊阿尼伸到一半的手慢慢往回收，不好意思地挠挠头。	game/chapters/after.rpy	330	"[what]"
c6_ianis_special_5547b0d1	ia	没办法，习惯了。	game/chapters/after.rpy	331	ia "[what]"
c6_ianis_special_24e3f1ad	ia	毕竟在海边我们都这样打招呼。	game/chapters/after.rpy	334	ia "[what]"
c6_ianis_special_6cd84c0a	ro	你们海边的习俗真奇怪。	game/chapters/after.rpy	335	ro "[what]"
c6_ianis_question_610e0c2f	ia	有什么想了解的吗？	game/chapters/after.rpy	337	ia "[what]"
c6_ianis_question_2561bf0b	ro	啊对了……今天是几号？	game/chapters/after.rpy	341	ro "[what]"
c6_ianis_question_3317839b	ia	二十四号，怎么了？	game/chapters/after.rpy	342	ia "[what]"
c6_ianis_question_1ce4d7dd	ro	没，只是刚睡醒，有些迷糊……	game/chapters/after.rpy	343	ro "[what]"
c6_ianis_question_9c05dba9	ia	你不会是用脑过度了吧……	game/chapters/after.rpy	344	ia "[what]"
c6_ianis_question_cfc59b1d	ro	有点好奇海边的生活是什么样的……	game/chapters/after.rpy	347	ro "[what]"
c6_ianis_question_b6249597	ia	海边的生活吗……也没什么特别的。	game/chapters/after.rpy	348	ia "[what]"
c6_ianis_question_0c71f05e	ia	就像你们来海边度假一样，我们也喜欢到吹不到海风的地方好好休息一会，远离充满不确定性的大海。	game/chapters/after.rpy	349	ia "[what]"
c6_ianis_question_1256e079	ia	我们在海边过惯了充满惊涛骇浪的生活，内陆反而让我放松。	game/chapters/after.rpy	352	ia "[what]"
c6_ianis_question_42755d9d	ia	毕竟在这里，没人会担心大地突然震动起来，吞噬你所在的房间……	game/chapters/after.rpy	355	ia "[what]"
c6_ianis_question_c4c1df83	ro	听说现在有治疗晕船的药了……	game/chapters/after.rpy	356	ro "[what]"
c6_ianis_question_4ab2b933		伊阿尼脸上的表情一下僵住了。	game/chapters/after.rpy	359	"[what]"
c6_ianis_question_90b91c1e	ia	那也晚了。	game/chapters/after.rpy	360	ia "[what]"
c6_ianis_question_9c258807	ro	海边的酒馆不好吗，看你每次都跑这么远过来白星喝酒。	game/chapters/after.rpy	379	ro "[what]"
c6_ianis_question_bf94d948	ia	你去过码头附近的酒馆吗？	game/chapters/after.rpy	382	ia "[what]"
c6_ianis_question_6a85d478	ro	之前在那里办案的时候进去坐过一会。	game/chapters/after.rpy	383	ro "[what]"
c6_ianis_question_6cc0e7b3	ia	他们都习惯在柜台后面的墙上挂鱼钩渔网。	game/chapters/after.rpy	386	ia "[what]"
c6_ianis_question_74e1dce6	ro	你不会害怕这个吧？	game/chapters/after.rpy	387	ro "[what]"
c6_ianis_question_3a86f7ab	ia	这是种族特性！	game/chapters/after.rpy	388	ia "[what]"
c6_ianis_question_817a03ae	ro	圣诞节你有什么计划吗？	game/chapters/after.rpy	406	ro "[what]"
c6_ianis_question_bd5ff57f	ia	当然是在白星好好过个圣诞节啦，你不也是？	game/chapters/after.rpy	408	ia "[what]"
c6_ianis_question_8c36b7b9	ro	其实我想等会回事务所了。看这天要下大雪。	game/chapters/after.rpy	409	ro "[what]"
c6_ianis_question_0b8107f8	ia	大雪怕什么？反正酒馆里有吃有喝……	game/chapters/after.rpy	411	ia "[what]"
c6_ianis_question_16bfc596	ro	呃……这不是重点。	game/chapters/after.rpy	412	ro "[what]"
c6_ianis_question_23b14ba0	ia	你总不会觉得，白星也会像侦探小说里那样，在大雪封路的时候发生凶杀案吧？	game/chapters/after.rpy	414	ia "[what]"
c6_ianis_question_e001c696	ro	那、那当然不会……	game/chapters/after.rpy	415	ro "[what]"
c6_ianis_question_85a531fe		看来没办法劝他在凶杀案发生前离开了。	game/chapters/after.rpy	416	"[what]"
c6_ianis_question_d5b1e24f		大家都劝不住的样子……去找艾尔耿看看吧。	game/chapters/after.rpy	419	"[what]"
c6_ianis_question_30a25875	ro	暂时没有了。	game/chapters/after.rpy	422	ro "[what]"
c6_ianis_question_1dbea06a	ia	看来是喝得不够多，所以话也不够多～	game/chapters/after.rpy	423	ia "[what]"
c6_ianis_question_5553cf0c		暂时想不到能跟伊阿尼聊的东西了，找别人聊聊吧。	game/chapters/after.rpy	427	"[what]"
c6_ianis_question_e134e777		我坐到卡恩对面。	game/chapters/after.rpy	440	"[what]"
c6_ianis_question_2e99aebd		卡恩似乎没看见我，用木汤匙舀起一勺炖菜，又倒回碗里。	game/chapters/after.rpy	444	"[what]"
c6_ianis_question_8053cc16	ka	……也不能怪长星。	game/chapters/after.rpy	445	ka "[what]"
c6_ianis_question_81fcd93d	ro	什么？	game/chapters/after.rpy	446	ro "[what]"
c6_ianis_question_50e374aa		卡恩停下手中的动作抬头看我。	game/chapters/after.rpy	449	"[what]"
c6_ianis_question_7b141822	ka	没事，只是觉得长星的厨艺……	game/chapters/after.rpy	450	ka "[what]"
c6_ianis_question_570aa659	ro	我觉得还不错啊……	game/chapters/after.rpy	451	ro "[what]"
c6_ianis_question_4730d7ba	ka	的确，这道炖杂菜是一名肉食类厨师能达到的最高境界了——让肉食类同胞吃不出异常。	game/chapters/after.rpy	452	ka "[what]"
c6_ianis_question_c28c4bcc	ka	虽然这样说好像我搞种族歧视一样，但是蔬菜料理还是交给草食类处理比较好。	game/chapters/after.rpy	455	ka "[what]"
c6_ianis_question_4d447d68	ka	我几乎能听到这碗炖菜里的萝卜发出被错误烹饪时特有的尖叫。	game/chapters/after.rpy	456	ka "[what]"
c6_ianis_question_e9b2678b	ro	……	game/chapters/after.rpy	457	ro "[what]"
c6_ianis_question_1c71d3c4	ro	等等，今天几号？	game/chapters/after.rpy	459	ro "[what]"
c6_ianis_question_ff155ff5	ka	十二月二十四。怎么了？	game/chapters/after.rpy	460	ka "[what]"
c6_ianis_question_f92c73b1	ro	我……我需要点时间捋一捋。	game/chapters/after.rpy	461	ro "[what]"
c6_ianis_question_f189f4c0	ro	对了，今天不管发生什么事，都别激动……最好是趁现在雪还没变大赶紧回家。	game/chapters/after.rpy	464	ro "[what]"
c6_ianis_question_11413fcb	ka	你可真会说笑，回家了我干什么打发时间？	game/chapters/after.rpy	466	ka "[what]"
c6_ianis_question_d5b1e24f_1		大家都劝不住的样子……去找艾尔耿看看吧。	game/chapters/after.rpy	469	"[what]"
c6_ianis_question_a3feabc0		我得找别人问问……	game/chapters/after.rpy	476	"[what]"
map_c6_daily_ae636325		我得静静。	game/chapters/after.rpy	492	"[what]"
map_c6_daily_fe10e5c4		我盯着镜子里的自己，这身装束好像就是那天穿的……	game/chapters/after.rpy	494	"[what]"
c6_tsarzn_kitchen_b25ef6f6		我抬起隔断柜台和大堂的木板，侧身挤进狭窄的柜台内。	game/chapters/after.rpy	509	"[what]"
c6_tsarzn_kitchen_8705aa98		我突然有点顾虑，长星听完我的话，会不会觉得我疯了。	game/chapters/after.rpy	512	"[what]"
c6_tsarzn_kitchen_b02dd54b		我拨开粗麻布门帘，长星正在厨房洗碗。他停下手上的动作转头看着我。	game/chapters/after.rpy	513	"[what]"
c6_tsarzn_kitchen_fce1254e		这个动作……	game/chapters/after.rpy	514	"[what]"
c6_tsarzn_kitchen_8207f7d6		长星还在洗碗。	game/chapters/after.rpy	516	"[what]"
c6_tsarzn_kitchen2_4d7011bf	ts	罗曼有什么事吗？	game/chapters/after.rpy	530	ts "[what]"
c6_tsarzn_kitchen2_2561bf0b	ro	啊对了……今天是几号？	game/chapters/after.rpy	534	ro "[what]"
c6_tsarzn_kitchen2_5f46064f	ts	二十四，怎么，等不及明天开斋了？	game/chapters/after.rpy	536	ts "[what]"
c6_tsarzn_kitchen2_ce85d8d6		二十四号、开斋，难道……	game/chapters/after.rpy	537	"[what]"
c6_tsarzn_kitchen2_5f0b9a6a	ro	艾尔耿还住在这吧？没记错的话，是右手第三间？	game/chapters/after.rpy	540	ro "[what]"
c6_tsarzn_kitchen2_89cd0917	ts	对啊，你们进展还挺快。	game/chapters/after.rpy	542	ts "[what]"
c6_tsarzn_kitchen2_9dbf7f1b	ro	什么进展……	game/chapters/after.rpy	543	ro "[what]"
c6_tsarzn_kitchen2_a41e315a	ts	她都告诉你住在哪间里，摆明了就是让你去找她。	game/chapters/after.rpy	544	ts "[what]"
c6_tsarzn_kitchen2_36a2e125	ro	别这样！	game/chapters/after.rpy	545	ro "[what]"
c6_tsarzn_kitchen2_3a0c0ba2	ts	你都三十好几了……抓住机会。	game/chapters/after.rpy	546	ts "[what]"
c6_tsarzn_kitchen2_96b7238b	ro	你不也是老光棍……	game/chapters/after.rpy	547	ro "[what]"
c6_tsarzn_kitchen2_16c72f52	ts	我命比你长，我可以等。	game/chapters/after.rpy	548	ts "[what]"
c6_tsarzn_kitchen2_6f811d23		……可恶。	game/chapters/after.rpy	549	"[what]"
c6_tsarzn_kitchen2_7ddcb12e	ro	对了，今年圣诞，食物储备都够吧？	game/chapters/after.rpy	553	ro "[what]"
c6_tsarzn_kitchen2_065aef76	ts	当然，留宿的客人吃个五六天没问题。	game/chapters/after.rpy	555	ts "[what]"
c6_tsarzn_kitchen2_54a5fc27	ro	几个人？	game/chapters/after.rpy	556	ro "[what]"
c6_tsarzn_kitchen2_ddf22f21	ts	住店的？满打满算五个吧。反正赚钱主要还是靠酒客。	game/chapters/after.rpy	557	ts "[what]"
c6_tsarzn_kitchen2_70bbf782	ro	如果房间都住满了……	game/chapters/after.rpy	558	ro "[what]"
c6_tsarzn_kitchen2_1b21420e	ts	那我让送食材的人再订一批就行。	game/chapters/after.rpy	559	ts "[what]"
c6_tsarzn_kitchen2_e54d8ad5	ro	但是很快就要下大雪了。	game/chapters/after.rpy	560	ro "[what]"
c6_tsarzn_kitchen2_4ff755d9	ts	总不能赶客人吧？	game/chapters/after.rpy	562	ts "[what]"
c6_tsarzn_kitchen2_6ffc762f		完全劝不动……	game/chapters/after.rpy	563	"[what]"
c6_tsarzn_kitchen2_d5b1e24f		大家都劝不住的样子……去找艾尔耿看看吧。	game/chapters/after.rpy	566	"[what]"
c6_tsarzn_kitchen2_01f790d8		我虽然很想马上灌醉自己，但还是先忍忍吧。	game/chapters/after.rpy	572	"[what]"
map_c6_daily_2_d2efebc7		阁楼上是长星的住所，现在还有省吃俭用的安卓寄住。	game/chapters/after.rpy	584	"[what]"
map_c6_daily_2_c1e576d4		走廊上没有人。	game/chapters/after.rpy	591	"[what]"
map_c6_daily_2_b6ee574d		我轻轻敲响右手边第三间房门。	game/chapters/after.rpy	601	"[what]"
map_c6_daily_2_32fc4681	el	谁？	game/chapters/after.rpy	604	el "[what]"
map_c6_daily_2_a13b8dfd	ro	是我，罗曼。	game/chapters/after.rpy	605	ro "[what]"
map_c6_daily_2_7f76bb54	el	什么事？	game/chapters/after.rpy	606	el "[what]"
map_c6_daily_2_2f1621f2		艾尔耿无视了我的敲门。	game/chapters/after.rpy	611	"[what]"
map_c6_daily_2_310da152		我推了推房门，推不开。	game/chapters/after.rpy	615	"[what]"
map_c6_daily_2_55502b4e		好像还没人入住。	game/chapters/after.rpy	616	"[what]"
c6_elegant_839e1c83	ro	今天几号？	game/chapters/after.rpy	634	ro "[what]"
c6_elegant_716a46e8	el	你绝对不是想问这个。	game/chapters/after.rpy	635	el "[what]"
c6_elegant_c7818d95	ro	我认真的，几号？	game/chapters/after.rpy	636	ro "[what]"
c6_elegant_c0c533ce	el	二十四。	game/chapters/after.rpy	637	el "[what]"
c6_elegant_27f22f44	ro	就是顺便过来问件事。	game/chapters/after.rpy	642	ro "[what]"
c6_elegant_a416526a	el	啥？	game/chapters/after.rpy	643	el "[what]"
c6_elegant_1328add8		艾尔耿打开门，站在门口看着我，手还扶在门把上。	game/chapters/after.rpy	645	"[what]"
c6_elegant_dd956a56	ro	如果我说，我知道接下来的几天，这个酒馆里发生的一切事情，你会感兴趣吗？	game/chapters/after.rpy	646	ro "[what]"
c6_elegant_50999f75	el	这……	game/chapters/after.rpy	648	el "[what]"
c6_elegant_e9aef467	el	不过我明天就离开了，你的情报不一定对我有用。	game/chapters/after.rpy	650	el "[what]"
c6_elegant_c5b9e66a	ro	明天？那可说不定。	game/chapters/after.rpy	651	ro "[what]"
c6_elegant_a9a3018d	el	你什么意思？	game/chapters/after.rpy	653	el "[what]"
c6_elegant_257b9ddc	ro	方便进屋说吗？	game/chapters/after.rpy	654	ro "[what]"
c6_elegant_000bb26d		艾尔耿稍稍站开一点，留开一条宽度只能勉强供我侧身通过的通道。	game/chapters/after.rpy	656	"[what]"
c6_elegant_d4b23121		我侧身闪进门，她马上在我身后把门关上。	game/chapters/after.rpy	658	"[what]"
c6_proveit_2b40fefa	el	证明一下。	game/chapters/after.rpy	663	el "[what]" nointeract
c6_proveit_6d754406	ro	今晚直到二十八号整整四天，都会下大雪。到时候谁想出去都是寻死。	game/chapters/after.rpy	665	ro "[what]"
c6_proveit_9b29fa16	el	我还以为你要说什么呢……如果只是天气预报的话，我可不欢迎占星学家。	game/chapters/after.rpy	667	el "[what]"
c6_proveit_fa2d7deb	ro	你在调查艾萨克圣堂事件。	game/chapters/after.rpy	670	ro "[what]"
c6_proveit_983838cc	el	什么！……	game/chapters/after.rpy	672	el "[what]"
c6_proveit_af372bab	el	长星跟你说的，对吧？那家伙……	game/chapters/after.rpy	674	el "[what]"
c6_proveit_bd4903c5	ro	这么说吧，午饭后，会有一只白色毛龙进来，他叫雪翼，是个医生。	game/chapters/after.rpy	678	ro "[what]"
c6_proveit_547cce72	ro	接着是赫伦，他是个鬣狗修士，有酗酒的毛病。	game/chapters/after.rpy	679	ro "[what]"
c6_proveit_8d9bf828	ro	然后是猞猁林茨，一名香料商人。他就是你这次委托的雇主。	game/chapters/after.rpy	680	ro "[what]"
c6_proveit_4c51197d	ro	接下来是卢涅、索拉和肖恩，从桑尼莱郡来的侯爵和他的夫人……	game/chapters/after.rpy	681	ro "[what]"
c6_proveit_62e707c8	el	等等，就算你说的都是真的，你为什么要告诉我……我们才认识多久？	game/chapters/after.rpy	683	el "[what]"
c6_proveit_73871a5e	ro	不久，但已经足够让我信任你。	game/chapters/after.rpy	684	ro "[what]"
c6_proveit_f81744ec	el	……行吧，我等会看看能对上几个。那么你想要什么？	game/chapters/after.rpy	686	el "[what]"
c6_proveit_39243e6a	ro	你抽屉里有本笔记本，写了现在酒馆里所有人的名字，也许还在我、长星和安卓的名字上打了叉……	game/chapters/after.rpy	688	ro "[what]"
c6_proveit_e166d4ed	el	你是什么时候翻我抽屉的？有一手啊你，没看出来。	game/chapters/after.rpy	690	el "[what]"
c6_proveit_59d340ef	ro	我没翻你抽屉，我只是……经历过一遍。	game/chapters/after.rpy	691	ro "[what]"
c6_proveit_cc3dbe68	el	你觉得这能说服我吗？	game/chapters/after.rpy	693	el "[what]"
c6_proveit_d7e59fe6	ro	我需要有人相信我，仅此而已。	game/chapters/after.rpy	696	ro "[what]"
c6_proveit_2f38314f	el	有意思。	game/chapters/after.rpy	698	el "[what]"
c6_proveit_ec4e0c57	ro	因为接下来我要说的话，关乎酒馆旅客的性命。	game/chapters/after.rpy	699	ro "[what]"
c6_proveit_49ceafb8	el	嗯？虽然我一般不会管别人的死活，但鉴于我现在也是酒馆的一员，我还是听听吧。	game/chapters/after.rpy	701	el "[what]"
c6_proveit_faf6295b	ro	今晚会有一起凶杀案，肖恩会杀死卡恩。	game/chapters/after.rpy	702	ro "[what]"
c6_proveit_3c8759ed	el	你有办法阻止吗，还是……？	game/chapters/after.rpy	704	el "[what]"
c6_proveit_7aeed55b	ro	我想我已经知道怎么阻止凶案发生了，但我可能需要你的帮助。	game/chapters/after.rpy	705	ro "[what]"
c6_proveit_30b78cdc	el	有点意思，我的回报是什么？	game/chapters/after.rpy	707	el "[what]"
c6_proveit_68b33e7e	ro	免于被当作嫌疑人。	game/chapters/after.rpy	708	ro "[what]"
c6_proveit_0c35eaca	el	行吧，我需要做什么？	game/chapters/after.rpy	709	el "[what]"
c6_proveit_161239cc	ro	暂时还不清楚。	game/chapters/after.rpy	710	ro "[what]"
c6_proveit_0324ea5c	el	听起来越来越怪了……行吧。	game/chapters/after.rpy	712	el "[what]"
c6_proveit_20c8c08c		艾尔耿打开门，望向还呆在原地的我。	game/chapters/after.rpy	716	"[what]"
c6_proveit_b5ca40e7	ro	好的，不打扰你了。	game/chapters/after.rpy	717	ro "[what]"
c6_proveit_c0f0feb9		我知趣地快步离开，门在我身后关上。	game/chapters/after.rpy	718	"[what]"
c6_proveit_8c59acd5	ro	在吗？	game/chapters/after.rpy	723	ro "[what]"
c6_proveit_163387c5	el	不在。	game/chapters/after.rpy	724	el "[what]"
c6_proveit_e9b2678b	ro	……	game/chapters/after.rpy	725	ro "[what]"
c6_proveit_fe8507e4	el	有话直说。	game/chapters/after.rpy	726	el "[what]"
c6_after_elegant_3aa815ef		楼下传来一阵炖杂菜的气味。	game/chapters/after.rpy	735	"[what]"
c6_after_elegant_d55f7b5f		我曾经多么希望时间能够倒转到这个圣诞节，但现在看来，我肯定没有考虑到我得吃斋这一点。	game/chapters/after.rpy	736	"[what]"
c6_after_elegant_0c064f0c	ts	有一个好消息和一个坏消息。	game/chapters/after.rpy	741	ts "[what]"
c6_after_elegant_af31a1b1	ts	好消息是今天卡恩闯进厨房指点江山，在被我轰出去之前把炖杂菜煮上了，还说要让你尝尝真正的炖杂菜。	game/chapters/after.rpy	742	ts "[what]"
c6_after_elegant_7d108b42	ts	坏消息是，今天的午餐是炖杂菜。	game/chapters/after.rpy	743	ts "[what]"
c6_after_elegant_5a6fd230	ro	连熏鱼也吃完了……	game/chapters/after.rpy	745	ro "[what]"
c6_after_elegant_f3afade6	ts	是的，抱歉。	game/chapters/after.rpy	746	ts "[what]"
c6_after_elegant_13372883		真就完全一样呗。	game/chapters/after.rpy	747	"[what]"
c6_after_elegant_ad016f6d		我拿汤匙搅动碗里的杂菜，粘稠的汤汁在碗里卷起漩涡。	game/chapters/after.rpy	750	"[what]"
c6_after_elegant_03af149d		伊阿尼正捧起碗，嘴直接贴住碗沿把汤汁往嘴里倒。有时候我真担心他会消化不良。	game/chapters/after.rpy	751	"[what]"
c6_after_elegant_15ea4756		艾尔耿似乎没有什么特别的反应……甚至看都没看我。	game/chapters/after.rpy	752	"[what]"
c6_after_elegant_85e2bbf8		卡恩满意地一勺接一勺品尝自己的杰作，不时还偷偷往我这边看。我赶紧埋头吃上几勺。	game/chapters/after.rpy	753	"[what]"
c6_after_elegant_9160f96c		我在炉边坐着。艾尔耿依旧坐在角落，捧着她一直没碰过的酒。	game/chapters/after.rpy	761	"[what]"
c6_after_elegant_e2182998		窗外雪又下大了，长星每隔一会就要扫开从门缝飘进大厅的雪片。	game/chapters/after.rpy	762	"[what]"
c6_after_elegant_f9d6d847	ro	还是不肯喝一口试试吗？	game/chapters/after.rpy	763	ro "[what]"
c6_after_elegant_44d9a319	el	我得保持清醒，好看看你的“预言”会不会应验。	game/chapters/after.rpy	764	el "[what]"
c6_after_elegant_9e8cb063	ro	目前几乎一切都和我记忆中一样……	game/chapters/after.rpy	765	ro "[what]"
c6_after_elegant_b707d568		卷着雪的风轻轻拍打着木门，阳光透过门缝在墙上跃动。	game/chapters/after.rpy	767	"[what]"
c6_after_elegant_150618f6		门突然被推开了。	game/chapters/after.rpy	770	"[what]"
c6_after_elegant_483b607d	th	呼……太冷了，随便来杯热的让我暖暖身子……	game/chapters/after.rpy	774	th "[what]"
c6_after_elegant_0cd09eea		雪翼来了。	game/chapters/after.rpy	776	"[what]"
